availablefrom,availableuntil,buildingnumber,categories/0,description,geolocation/0/latitude,geolocation/0/longitude,geolocationentrances/0/latitude,geolocationentrances/0/longitude,id,image/fullurl,image/thumbnail,maxzoomlevel,minzoomlevel,name,openinghours/hasopeninghours,openinghours/opennow,openinghours/unknown,openinghours/weekdays/0/day,openinghours/weekdays/0/fulltext,openinghours/weekdays/0/timestext,openinghours/weekdays/1/day,openinghours/weekdays/1/fulltext,openinghours/weekdays/1/timestext,openinghours/weekdays/2/day,openinghours/weekdays/2/fulltext,openinghours/weekdays/2/timestext,openinghours/weekdays/3/day,openinghours/weekdays/3/fulltext,openinghours/weekdays/3/timestext,openinghours/weekdays/4/day,openinghours/weekdays/4/fulltext,openinghours/weekdays/4/timestext,openinghours/weekdays/5/day,openinghours/weekdays/5/fulltext,openinghours/weekdays/5/timestext,openinghours/weekdays/6/day,openinghours/weekdays/6/fulltext,openinghours/weekdays/6/timestext,openinghours/weekdaytext/0,parent,shortdescription,zoomlimit,openinghours/periods/0/close/day,openinghours/periods/0/close/time,openinghours/periods/0/open/day,openinghours/periods/0/open/time,openinghours/periods/1/close/day,openinghours/periods/1/close/time,openinghours/periods/1/open/day,openinghours/periods/1/open/time,openinghours/periods/2/close/day,openinghours/periods/2/close/time,openinghours/periods/2/open/day,openinghours/periods/2/open/time,openinghours/periods/3/close/day,openinghours/periods/3/close/time,openinghours/periods/3/open/day,openinghours/periods/3/open/time,openinghours/periods/4/close/day,openinghours/periods/4/close/time,openinghours/periods/4/open/day,openinghours/periods/4/open/time,openinghours/weekdaytext/1,openinghours/weekdaytext/2,openinghours/weekdaytext/3,openinghours/weekdaytext/4,openinghours/weekdaytext/5,openinghours/weekdaytext/6,categories/1,openinghours/periods/5/close/day,openinghours/periods/5/close/time,openinghours/periods/5/open/day,openinghours/periods/5/open/time,openinghours/periods/6/close/day,openinghours/periods/6/close/time,openinghours/periods/6/open/day,openinghours/periods/6/open/time,categories/2,area/0/latitude,area/0/longitude,area/1/latitude,area/1/longitude,area/2/latitude,area/2/longitude,area/3/latitude,area/3/longitude,area/4/latitude,area/4/longitude,area/5/latitude,area/5/longitude,area/6/latitude,area/6/longitude,area/7/latitude,area/7/longitude,area/8/latitude,area/8/longitude,area/9/latitude,area/9/longitude,area/10/latitude,area/10/longitude,image,keywords/0,keywords/1,keywords/2,keywords/3,openinghours/periods/7/close/day,openinghours/periods/7/close/time,openinghours/periods/7/open/day,openinghours/periods/7/open/time,openinghours/periods/8/close/day,openinghours/periods/8/close/time,openinghours/periods/8/open/day,openinghours/periods/8/open/time,openinghours/periods/9/close/day,openinghours/periods/9/close/time,openinghours/periods/9/open/day,openinghours/periods/9/open/time
2016-06-05T20:00:27.135Z,,,poicategory:4093ABF808190FDB723996EF584A8B4E,You'll find an ING ATM next to the supermarket.,52.243799,6.851472,52.243779,6.851536,poiobject:AD946094179F640C3419A3F38BE2A7F5,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i8a/a2cdb80103d55aa20087304004fe3b0b00da4c58020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i57/7a91ed0103d55aa20087304004fe3b0b00da4c58020701c1da00da0080.jpg,12,0,ATM,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,You'll find an ING ATM next to the supermarket.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T21:08:50.219Z,,,poicategory:8C20C7E8A2366A557E07479375389AD3,"Bicycle Repair
Shop ""De 2e Versnelling"". Phone: +31 (0)88 430 6315Â 

E-mail: de2eversnelling@detwentsezorgcentra.nl

I:
www.fietswerkplaats-deversnelling.nl

<!--[if !supportAnnotations]-->

<!--[endif]-->

",52.243799,6.851472,52.243779,6.851536,poiobject:5E2C06C760F1E12A1063AC655FAA9877,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i99/e2cf280103ee59a200d39c8204fe3b0b0082da5a020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/iff/1af5420103ee59a200d39c8204fe3b0b0082da5a020701c1da00da0080.jpg,15,0,Bicycle Repair Shop,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 08:00 - 16:18,08:00 - 16:18,Tuesday,Tuesday: 08:00 - 16:18,08:00 - 16:18,Wednesday,Wednesday: 08:00 - 16:18,08:00 - 16:18,Thursday,Thursday: 08:00 - 16:18,08:00 - 16:18,Friday,Friday: 08:00 - 16:18,08:00 - 16:18,Saturday,Saturday: Closed,Closed,Sunday: Closed,,"Bicycle Repair Shop ""De 2e Versnelling"". Phone: +31 (0)88 430 6315Â  E-mail: de2eversnelling@detwentsezorgcentra.nl I:â€¦",0,1,1630,1,0800,2,1630,2,0800,3,1630,3,0800,4,1630,4,0800,5,1630,5,0800,Monday: 08:00 - 16:18,Tuesday: 08:00 - 16:18,Wednesday: 08:00 - 16:18,Thursday: 08:00 - 16:18,Friday: 08:00 - 16:18,Saturday: Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T20:50:02.558Z,,32,poicategory:4093ABF808190FDB723996EF584A8B4E,"The establishment of a
Psychotherapy Centre was an initiative of the University of Twente.
BIG-registered psychotherapists who have extensive experience in working with
students and university staff, have been working here since 2008. Â More
information: www.psychotherapiecentrum.nl",52.239321,6.864608,52.239358,6.864628,poiobject:436000BA9814ADD4C5E398B25AD1D2F5,http://campusapp.webhare-test.utsp.utwente.nl/.uc/id1/ca6b8201038dfe6c0042e5f403763b0b00468e5f020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i3a/b3ffe601038dfe6c0042e5f403763b0b00468e5f020701c1da00da0080.jpg,15,0,Psychotherapy,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:134B881A00DA25FB24AE0D7B766DF83E,The establishment of a Psychotherapy Centre was an initiative of the University of Twente. BIG-registered psychotherapists whoâ€¦,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T11:54:46.436Z,,62,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,"In the past, Boerderij Bosch
was used as a gardeners dwelling and had a number of outbuildings. It was
renovated in the 1990s, and since 1998 the farm has been used by the staff association
University of Twente-kring.",52.243501,6.846881,52.24371,6.846913,poiobject:72D9A7939335D6F4F3C989E7C5486DB6,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i01/cb6c1b0103abfe6c0015e5f403723b0b002b7383030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i94/eeeace0103abfe6c0015e5f403723b0b002b7383030701c1da00da0080.jpg,15,0,Boerderij Bosch,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,"In the past, Boerderij Bosch was used as a gardeners dwelling and had a number of outbuildings. It was renovated in the 1990s,â€¦",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-29T08:38:18.082Z,,11,poicategory:825CC92E50826F5150A85838C692D057,"WelcomeÂ to the Faculty of Electrical Engineering, Mathematics and Computer
Science. These three disciplines shape Information and Communication Technology
at the University of Twente. ICT is more than communication. In almost every
product mathematics, electronics and computer technology are present, and ICT
now contributes to all of societies' activities. It is no longer about gadgets
that we do or do not want to use. The real integration of ICT is just
beginning. What we need is more intelligence in our systems and improvement of
their natural interaction with humans.",52.239236,6.856456,52.239152,6.856497,poiobject:DB0C4348607F47AC470D0E6B163DB76D,http://campusapp.webhare-test.utsp.utwente.nl/.uc/if4/49e0b00103fa056d00f2c8f403723b0b00f088fc030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/if3/cc724d0103fa056d00f2c8f403723b0b00f088fc030701c1da00da0080.jpg,15,0,Faculty EWI - Zilverling,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:88DA3C57E75C13E77A26AEC2C3CCB21E,"WelcomeÂ to the Faculty of Electrical Engineering, Mathematics and Computer Science. These three disciplines shape Informationâ€¦",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06T12:27:51.230Z,,64,poicategory:ED5340BB14A2F25B367A91BB38668C26,"The campus accommodates a
comprehensive tennis park with four artificial grass and six hard courts. Some
of the courts have artificial lighting. The tennis complex has a separate
canteen and changing rooms. For more information about the Tennis Association Ludica,
please contact bestuur@ludica.nl",52.243739,6.845952,52.243772,6.845931,poiobject:BA183C9AF2AE1CE274624C6170B709B7,http://campusapp.webhare-test.utsp.utwente.nl/.uc/id2/ef5ec601033b056d00c7caf403763b0b0085bb48020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/iff/f43d7401033b056d00c7caf403763b0b0085bb48020701c1da00da0080.jpg,15,0,Tennispark,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,The campus accommodates a comprehensive tennis park with four artificial grass and six hard courts. Some of the courts haveâ€¦,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T12:03:40.284Z,,17,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,"Over the next few years this
elongated building will be redeveloped into 'The Gallery': a centre for
innovative companies, situated on the border of the university campus and the
Business &amp; Science Park. The building will act as a link between education,
science and the market. Among other things it will serve as a showcase for
knowledge-intensive activities.",52.237649,6.85501,52.237221,6.854897,poiobject:FA72D2C27DDADA74A56E5C714176A006,http://campusapp.webhare-test.utsp.utwente.nl/.uc/iaf/8e37ce010347056d00fecaf403723b0b00f225d2030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ied/961c82010347056d00fecaf403723b0b00f225d2030701c1da00da0080.jpg,12,0,The Gallery,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,"Over the next few years this elongated building will be redeveloped into 'The Gallery': a centre for innovative companies,â€¦",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06T13:36:11.040Z,,47,poicategory:825CC92E50826F5150A85838C692D057,"Student Affairs, Coaching and
Counselling is responsible for the support of individual students and groups of
students. The Student Counselling Service (SCS) supports international students,
who face problems when it comes to adapting to life in the Netherlands,
resulting in problems in managing expectations, feelings of loneliness and
study delay.Â <br/>
<br/>
Location: Building Vrijhof, 3rd floor, room 311 (red
desk).",52.243345,6.852905,52.243438,6.853049,poiobject:8D8A6DCCD9B053ECBF70C0FE46BC5E0F,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i6d/a1ca670103b3056d004bc8f403723b0b00a754d4030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i91/ee1bb60103b3056d004bc8f403723b0b00a754d4030701c1da00da0080.jpg,15,0,Student Affairs Coaching & Counselling,true,true,false,Sunday,Sunday: Closed,Closed,Monday,"Monday: 08:18 - 12:18, 13:00 - 17:00","08:18 - 12:18, 13:00 - 17:00",Tuesday,"Tuesday: 08:18 - 12:18, 13:00 - 17:00","08:18 - 12:18, 13:00 - 17:00",Wednesday,"Wednesday: 08:18 - 12:18, 13:00 - 17:00","08:18 - 12:18, 13:00 - 17:00",Thursday,Thursday: 08:18 - 17:00,08:18 - 17:00,Friday,"Friday: 08:18 - 12:18, 13:00 - 17:00","08:18 - 12:18, 13:00 - 17:00",Saturday,Saturday: Closed,Closed,Sunday: Closed,poiobject:79E9C139465BB2169806FF70067253CD,"Student Affairs, Coaching and Counselling is responsible for the support of individual students and groups of students. Theâ€¦",21,1,1230,1,0830,1,1700,1,1300,2,1230,2,0830,2,1700,2,1300,3,1230,3,0830,"Monday: 08:18 - 12:18, 13:00 - 17:00","Tuesday: 08:18 - 12:18, 13:00 - 17:00","Wednesday: 08:18 - 12:18, 13:00 - 17:00",Thursday: 08:18 - 17:00,"Friday: 08:18 - 12:18, 13:00 - 17:00",Saturday: Closed,poicategory:4093ABF808190FDB723996EF584A8B4E,3,1700,3,1300,4,1700,4,0830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1230,5,0830,5,1700,5,1300,,,,
2016-06-05T20:03:50.176Z,,47,poicategory:4093ABF808190FDB723996EF584A8B4E,"The Student Pastoral Care
Centre (room 303), sanctuary (room 324) and mosque (room 301) are all located
inside the 'Vrijhof' building. You'll find more information on the pages of the
student pastoral care centre.",52.243345,6.852905,52.243438,6.853049,poiobject:C1CE8F8F12F1EB4AE69E51AFEF620F65,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i6d/a1ca670103b3056d004bc8f403723b0b00a754d4030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i91/ee1bb60103b3056d004bc8f403723b0b00a754d4030701c1da00da0080.jpg,12,0,"Student pastoral care, sanctuary and mosque",false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:79E9C139465BB2169806FF70067253CD,"The Student Pastoral Care Centre (room 303), sanctuary (room 324) and mosque (room 301) are all located inside the 'Vrijhof'â€¦",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T11:57:26.887Z,,4,poicategory:C94D48BE0A576734D84194A7FBD2CBCB,"The campus of the University
of Twente has its own carillon. The carillon, comprising 49 bells, was designed
by the well-known architect Gerrit Rietveld and was donated in 1964 by
municipalities in the environment of the University of Twente. Staff and
students can take carillon lessons and play the instrument.",52.24157,6.850597,52.24157,6.850597,poiobject:C40D63B21D1310EEF31295FA013557D1,http://campusapp.webhare-test.utsp.utwente.nl/.uc/id8/b40efd0103f360a20091ec9b02fe3b0b00e9995f020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i65/37ce9b0103f360a20091ec9b02fe3b0b00e9995f020701c1da00da0080.jpg,15,0,Carillon,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,"The campus of the University of Twente has its own carillon. The carillon, comprising 49 bells, was designed by the well-knownâ€¦",0,,,,,,,,,,,,,,,,,,,,,,,,,,,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06T12:27:17.341Z,,,poicategory:ED5340BB14A2F25B367A91BB38668C26,"The campus also has a
400-metre cinder track, a running track for athletes. Every year a cheering
crowd welcomes the runners of the Batavians Race, the largest student sports
event of the Netherlands.",52.244593,6.853023,52.244357,6.851821,poiobject:6964CDFA7C08AA096988A4D8A90C82D8,http://campusapp.webhare-test.utsp.utwente.nl/.uc/iae/8783fe010335076d00bad22204763b0b00b67643020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i89/293a16010335076d00bad22204763b0b00b67643020701c1da00da0080.jpg,15,0,Cinder track,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,"The campus also has a 400-metre cinder track, a running track for athletes. Every year a cheering crowd welcomes the runners ofâ€¦",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06T13:44:58.866Z,,9,poicategory:4093ABF808190FDB723996EF584A8B4E,"The ICT Services of the
service department Library, ICT Services &amp; Archive (LISA) offers support
and advice to all employees and students of the University of Twente concerning
questions and problems related to ICT.Â ",52.238814,6.855277,52.238946,6.855339,poiobject:9B2BF2C7594218F089ACF6FDED5C8A70,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i0b/80e59a0103025da2008b71f802fe3b0b000d5a61020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i55/9d066b0103025da2008b71f802fe3b0b000d5a61020701c1da00da0080.jpg,15,0,ICT Servicedesk,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 08:18 - 17:00,08:18 - 17:00,Tuesday,Tuesday: 08:18 - 17:00,08:18 - 17:00,Wednesday,Wednesday: 08:18 - 17:00,08:18 - 17:00,Thursday,Thursday: 08:18 - 17:00,08:18 - 17:00,Friday,Friday: 08:18 - 17:00,08:18 - 17:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,poiobject:B397A973FC5E4AC5DADA5C2308D8231B,"The ICT Services of the service department Library, ICT Services & Archive (LISA) offers support and advice to all employees andâ€¦",21,1,1700,1,0830,2,1700,2,0830,3,1700,3,0830,4,1700,4,0830,5,1700,5,0830,Monday: 08:18 - 17:00,Tuesday: 08:18 - 17:00,Wednesday: 08:18 - 17:00,Thursday: 08:18 - 17:00,Friday: 08:18 - 17:00,Saturday: Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T11:58:45.509Z,,9,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,"Several departments are
located in the round 'Citadel' building. The service desk of the ICT Service
Centre, the Notebook Service Centre and Student Net Twente are located on the
first floor. Unversity College Twente and the TOM office (Twents Educational
Model) are located in the Citadel building as well. Moreover there are a small
number of lecture halls.",52.238873,6.855243,52.238946,6.855339,poiobject:B397A973FC5E4AC5DADA5C2308D8231B,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i66/d6e874010352ff6c001edbf403723b0b0093748f030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i57/14bdfc010352ff6c001edbf403723b0b0093748f030701c1da00da0080.jpg,12,0,Citadel,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 08:00 - 18:00,08:00 - 18:00,Tuesday,Tuesday: 08:00 - 18:00,08:00 - 18:00,Wednesday,Wednesday: 08:00 - 18:00,08:00 - 18:00,Thursday,Thursday: 08:00 - 18:00,08:00 - 18:00,Friday,Friday: 08:00 - 18:00,08:00 - 18:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,,"Several departments are located in the round 'Citadel' building. The service desk of the ICT Service Centre, the Notebookâ€¦",0,1,1800,1,0800,2,1800,2,0800,3,1800,3,0800,4,1800,4,0800,5,1800,5,0800,Monday: 08:00 - 18:00,Tuesday: 08:00 - 18:00,Wednesday: 08:00 - 18:00,Thursday: 08:00 - 18:00,Friday: 08:00 - 18:00,Saturday: Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-14T12:28:54.819Z,,9,poicategory:4093ABF808190FDB723996EF584A8B4E,"The Notebook Service Centre (NSC)
of the University of Twente selects notebooks that fulfil all the requirements
of your study. The NSC is located in the Citadel building, room H136.",52.238807,6.855313,52.238946,6.855339,poiobject:09DC5ED3E3E162DC78BF865F1119D74B,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i5a/cefa2f01036d60a200229da602fe3b0b00967961020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ib1/57858e01036d60a200229da602fe3b0b00967961020701c1da00da0080.jpg,15,0,Notebook Service Centre (NSC),true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 08:18 - 17:00,08:18 - 17:00,Tuesday,Tuesday: 08:18 - 17:00,08:18 - 17:00,Wednesday,Wednesday: 08:18 - 17:00,08:18 - 17:00,Thursday,Thursday: 08:18 - 17:00,08:18 - 17:00,Friday,Friday: 08:18 - 17:00,08:18 - 17:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,poiobject:B397A973FC5E4AC5DADA5C2308D8231B,The Notebook Service Centre (NSC) of the University of Twente selects notebooks that fulfil all the requirements of your study.â€¦,21,1,1700,1,0830,2,1700,2,0830,3,1700,3,0830,4,1700,4,0830,5,1700,5,0830,Monday: 08:18 - 17:00,Tuesday: 08:18 - 17:00,Wednesday: 08:18 - 17:00,Thursday: 08:18 - 17:00,Friday: 08:18 - 17:00,Saturday: Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T21:09:16.104Z,,48,poicategory:8C20C7E8A2366A557E07479375389AD3,"The student UnionShop sells
products like gifts and clothing of University of Twente, as well as other
products.",52.243082,6.851917,52.243401,6.852218,poiobject:CE95177071ADCC967147087BBAD8A71C,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i3e/a22da70103cf5fa200b03781041e3c0b00cd8420020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ie9/3353d40103cf5fa200b03781041e3c0b00cd8420020701c1da00da0080.jpg,12,0,UnionShop,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 10:00 - 17:00,10:00 - 17:00,Tuesday,Tuesday: 10:00 - 17:00,10:00 - 17:00,Wednesday,Wednesday: 10:00 - 17:00,10:00 - 17:00,Thursday,Thursday: 10:00 - 17:00,10:00 - 17:00,Friday,Friday: 10:00 - 17:00,10:00 - 17:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,poiobject:B4892984C053836F8065EDDE188E184A,"The student UnionShop sells products like gifts and clothing of University of Twente, as well as other products.",1,1,1700,1,1000,2,1700,2,1000,3,1700,3,1000,4,1700,4,1000,5,1700,5,1000,Monday: 10:00 - 17:00,Tuesday: 10:00 - 17:00,Wednesday: 10:00 - 17:00,Thursday: 10:00 - 17:00,Friday: 10:00 - 17:00,Saturday: Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T12:58:05.005Z,,21,poicategory:4A2B200C4318F7D5CDE0661CA7A71557,"You are in for a lunch
sandwich, cup of soup or a hot snack? Then the canteen located in 'Horst'
(building 20) is the place to be.",52.237463,6.860203,52.237618,6.860649,poiobject:6C4E4AEE41925AEF0B6EA3C40F5EC787,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i22/a6e4ad01037657a2003b60c302fe3b0b00055565020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/iac/3b874601037657a2003b60c302fe3b0b00055565020701c1da00da0080.jpg,12,0,Canteen Horst,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 10:00 - 16:00,10:00 - 16:00,Tuesday,Tuesday: 10:00 - 16:00,10:00 - 16:00,Wednesday,Wednesday: 10:00 - 16:00,10:00 - 16:00,Thursday,Thursday: 10:00 - 16:00,10:00 - 16:00,Friday,Friday: 10:00 - 16:00,10:00 - 16:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,poiobject:3C4A25C0310E988682272B6AA3EF29DF,"You are in for a lunch sandwich, cup of soup or a hot snack? Then the canteen located in 'Horst' (building 20) is the place toâ€¦",0,1,1600,1,1000,2,1600,2,1000,3,1600,3,1000,4,1600,4,1000,5,1600,5,1000,Monday: 10:00 - 16:00,Tuesday: 10:00 - 16:00,Wednesday: 10:00 - 16:00,Thursday: 10:00 - 16:00,Friday: 10:00 - 16:00,Saturday: Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T19:29:22.144Z,,21,poicategory:9633E0C77CE5E08A89D02D1349309115,"MIRA is one of the largest and
best research institutes in the world in the field of biomedical technology and
technical medicine. Over 300 researchers of MIRA focus on top technology for
patients. They work from three different perspectives: Imaging &amp;
Diagnostics, Neural &amp; Motor Systems and Bionano Technology.",52.237463,6.860203,52.237618,6.860649,poiobject:0699CCBB2F7946C963A3CAA4CB1FB845,http://campusapp.webhare-test.utsp.utwente.nl/.uc/id3/fd71780103525ba20098ad2504fe3b0b00c7c465020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ie7/477d6e0103525ba20098ad2504fe3b0b00c7c465020701c1da00da0080.jpg,15,0,MIRA,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:3C4A25C0310E988682272B6AA3EF29DF,MIRA is one of the largest and best research institutes in the world in the field of biomedical technology and technicalâ€¦,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
